g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
20.205 2.738 1.286 0.865 0.495 -4.23 -2.043 26.34 1.32 -7.46 -27.81 0.00162 10.44 5 7.15 3612.0 4.74 5 4.1022 0.416 9.061 0.349 0.12 0.0 239.855835 -48.033752 61.565632 -37.482571 0.6191 -8.2079 -0.358 -0.4453 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.161 2.722 1.314 0.835 0.478 13.464 0.81 48.89 -28.18 -53.4 -13.17 0.00164 10.42 5 7.15 3604.0 4.77 5 4.0085 0.545 9.061 0.349 -0.183 -0.026 240.033691 -47.798935 61.862854 -37.600109 0.6089 -8.2043 -0.3543 -0.4361 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.984 2.693 1.366 0.778 0.446 17.696 18.938 41.25 -78.49 -30.31 3.14 0.00165 10.22 5 7.15 3716.0 4.83 6 6.2037 0.551 9.061 0.349 -0.557 0.054 239.891632 -48.239227 61.306824 -37.507484 0.6051 -8.2022 -0.3487 -0.4364 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.792 2.709 1.329 0.799 0.457 -1.08 3.861 -1.18 -9.07 10.93 2.61 0.00164 10.04 5 7.15 3691.0 4.89 5 3.7688 0.645 8.991 0.357 -0.298 0.007 240.506119 -48.046432 61.550907 -37.917385 0.6082 -8.2002 -0.3539 -0.4373 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.793 2.675 1.279 0.816 0.466 1.361 -5.49 52.54 -1.29 -40.69 -38.52 0.00163 10.06 5 7.15 3695.0 4.81 7 8.5198 0.442 8.853 0.372 -0.008 -0.017 239.385101 -47.897041 61.733353 -37.165943 0.6129 -8.2093 -0.3537 -0.4397 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.557 2.702 1.315 0.777 0.444 6.968 3.287 30.8 -23.43 -26.94 -12.88 0.00162 9.78 5 7.15 3694.0 4.79 5 3.9259 0.704 8.853 0.372 -0.279 0.002 240.181549 -48.069172 61.52211 -37.700447 0.6188 -8.2056 -0.3588 -0.4454 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.305 2.598 1.272 0.775 0.441 10.789 10.947 26.63 -49.57 -21.03 3.29 0.00162 9.57 5 7.1 3779.0 4.79 4 2.3646 0.722 8.651 0.396 0.282 -0.055 239.708466 -47.986454 61.624207 -37.383606 0.6162 -8.208 -0.3561 -0.4428 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.247 2.661 1.295 0.747 0.426 11.724 4.362 12.84 -24.72 -18.64 9.27 0.00161 9.49 5 7.1 3689.0 4.91 7 8.5093 0.613 8.651 0.396 -0.267 0.007 239.932602 -47.73016 61.94886 -37.53157 0.6196 -8.2088 -0.3607 -0.4435 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.505 2.553 1.222 0.635 0.357 2.378 1.844 37.6 -24.36 -22.11 -21.14 0.00161 8.78 5 7.0 3918.0 4.73 6 6.0825 0.573 7.886 0.513 -0.129 -0.026 239.521896 -47.756512 61.911457 -37.255726 0.6197 -8.2113 -0.359 -0.4438 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.52 2.497 1.215 0.525 0.307 3.256 -8.059 18.59 9.82 -27.65 -7.05 0.00163 8.42 5 6.9 4094.0 4.62 6 5.9255 0.767 7.51 0.578 -0.249 0.013 240.492523 -48.101536 61.481075 -37.908173 0.615 -8.2023 -0.3574 -0.4427 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.218 2.547 1.184 0.523 0.3 -1.519 -1.591 -11.85 12.29 3.07 4.36 0.00162 8.1 5 6.9 4031.0 4.55 4 2.5335 0.482 7.363 0.602 0.043 0.035 239.364548 -47.827374 61.820507 -37.151108 0.6185 -8.2116 -0.3573 -0.4434 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.778 2.581 1.105 0.416 0.238 11.362 3.447 -8.71 -13.14 -14.04 26.01 0.00166 7.72 5 6.5 4290.0 4.83 7 8.4777 0.658 6.94 0.668 0.004 0.066 239.698517 -47.910168 61.720131 -37.376202 0.6007 -8.2032 -0.3476 -0.4308 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.376 2.55 1.083 0.402 0.228 -4.415 -3.871 13.33 10.49 -6.67 -14.86 0.00163 7.28 5 6.5 4359.0 4.56 6 6.224 0.546 6.866 0.68 -0.022 0.022 240.07254 -48.313751 61.213058 -37.628025 0.612 -8.2031 -0.3527 -0.442 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.414 2.574 1.066 0.391 0.219 -5.236 -1.106 31.47 -1.93 -9.13 -30.96 0.00163 7.32 5 6.5 4282.0 4.4 5 3.963 0.736 6.793 0.692 0.127 -0.012 240.480911 -48.106586 61.474682 -37.900402 0.6136 -8.2019 -0.3566 -0.4418 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.492 2.655 1.387 0.865 0.496 23.233 -1.847 -15.53 -17.62 -35.81 55.45 0.00165 11.7 5 7.2 3513.0 4.94 8 9.8035 0.229 9.938 0.246 -0.333 0.24 239.591324 -48.46571 61.020718 -37.308792 0.6075 -8.2039 -0.3474 -0.4397 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.04 2.709 1.346 0.834 0.478 0.848 -13.816 5.77 28.81 -21.36 1.09 0.00166 11.29 5 7.2 3641.0 5.03 8 10.1145 0.301 9.652 0.27 -0.443 0.231 240.616364 -48.160198 61.406296 -37.990608 0.6032 -8.1974 -0.3506 -0.4344 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.759 2.93 1.449 0.66 0.379 -6.053 17.586 -39.72 -24.92 60.06 19.95 0.00162 10.92 5 7.15 3683.0 4.96 8 9.8532 0.209 9.355 0.3 -0.939 0.254 240.082458 -47.951931 61.669941 -37.633759 0.6154 -8.2056 -0.3572 -0.442 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.375 2.776 1.375 0.714 0.408 14.114 18.528 30.01 -73.31 -17.35 7.05 0.00162 10.58 5 7.15 3697.0 4.9 8 10.1605 0.255 9.203 0.318 -0.509 0.244 240.255371 -47.601784 62.113304 -37.747833 0.6155 -8.2059 -0.3603 -0.4395 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.119 2.731 1.337 0.73 0.416 8.668 21.176 45.62 -76.6 -13.71 -17.04 0.00164 10.37 5 7.1 3713.0 5.1 8 9.9097 0.444 9.052 0.334 -0.16 0.224 240.400177 -48.175682 61.387337 -37.846367 0.611 -8.2012 -0.3543 -0.4403 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.479 2.607 1.266 0.705 0.4 13.642 17.4 19.97 -61.47 -13.53 13.21 0.00162 9.74 5 7.05 3813.0 4.87 8 9.8619 0.495 8.604 0.391 -0.05 0.124 239.257736 -48.39193 61.111397 -37.086933 0.6184 -8.2099 -0.3529 -0.4474 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.926 2.093 0.95 0.351 0.2 16.953 -4.148 108.66 -42.0 -99.91 -46.2 0.00164 7.86 5 6.6 4476.0 4.69 11 11.7844 0.583 7.224 0.542 -0.776 0.341 239.279922 -48.201244 61.350643 -37.099648 0.6097 -8.2076 -0.3494 -0.4395 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.568 2.269 0.923 0.325 0.175 61.78 14.187 47.17 -120.9 -124.96 78.58 0.00166 7.53 5 6.5 4446.0 4.86 11 11.8389 0.69 7.078 0.558 -0.27 0.176 239.480774 -48.359169 61.154072 -37.234814 0.6038 -8.2038 -0.3456 -0.4363 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.661 3.061 1.354 1.113 0.639 -3.092 -18.191 15.52 40.89 -33.8 -17.46 0.00159 11.81 5 7.3 3400.0 4.88 7 8.1757 0.339 10.015 0.262 -0.007 -0.034 239.858215 -48.21349 61.339115 -37.485123 0.6281 -8.2102 -0.3619 -0.4533 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.555 3.022 1.357 1.091 0.626 17.585 3.534 9.52 -31.95 -34.61 31.05 0.00161 11.72 5 7.3 3319.0 4.81 7 8.6429 0.347 9.967 0.266 -0.126 0.031 239.701782 -48.463413 61.023945 -37.38203 0.6212 -8.2078 -0.3557 -0.45 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.614 3.065 1.341 1.107 0.636 14.694 5.42 43.43 -44.42 -43.63 -6.99 0.00159 11.77 5 7.3 3367.0 5.02 5 3.9749 0.039 9.967 0.266 0.064 0.01 240.214783 -48.254768 61.287506 -37.722691 0.6278 -8.2076 -0.3628 -0.4534 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.228 3.001 1.331 1.061 0.609 7.152 -10.867 9.28 16.85 -32.34 5.81 0.00161 11.41 5 7.3 3398.0 5.05 7 8.4136 0.257 9.828 0.276 -0.041 0.049 240.6259 -48.466198 61.01796 -37.994774 0.6216 -8.2022 -0.3592 -0.4503 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.058 2.796 1.384 0.97 0.555 4.645 9.709 29.25 -38.07 -9.97 -14.53 0.0016 11.21 5 7.25 3479.0 4.88 6 5.9262 0.29 9.739 0.283 -0.279 0.005 240.071915 -47.876637 61.764965 -37.626282 0.6231 -8.2085 -0.3622 -0.4471 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.125 2.945 1.319 1.017 0.584 14.76 -12.216 30.98 0.27 -58.1 6.42 0.00158 11.28 5 7.25 3350.0 4.77 6 6.2197 0.452 9.695 0.286 -0.102 0.002 239.890976 -48.525444 60.945995 -37.507481 0.6324 -8.2101 -0.3623 -0.4588 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.807 2.948 1.307 1.011 0.58 11.018 2.74 37.13 -28.31 -33.76 -7.54 0.00161 11.01 5 7.25 3500.0 4.96 5 3.9609 0.39 9.652 0.289 0.159 0.013 239.615936 -48.548615 60.916546 -37.325401 0.6213 -8.208 -0.3548 -0.4507 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.874 2.928 1.304 0.995 0.571 -4.655 -0.054 0.28 7.28 8.97 -5.8 0.00161 11.08 5 7.25 3459.0 4.88 7 8.54 0.459 9.61 0.292 0.11 0.042 240.019135 -47.891331 61.74614 -37.590977 0.6226 -8.2086 -0.3616 -0.4469 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.444 2.776 1.322 0.901 0.516 9.819 10.317 29.7 -47.67 -21.32 -3.09 0.0016 10.64 5 7.2 3495.0 4.84 5 4.197 0.296 9.346 0.318 -0.097 0.015 240.321793 -48.305023 61.223766 -37.793816 0.6239 -8.2055 -0.3605 -0.4508 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.423 2.789 1.303 0.903 0.517 10.458 -5.297 33.44 -9.12 -48.45 -0.69 0.00157 10.58 5 7.2 3563.0 4.93 6 5.9577 0.454 9.274 0.326 -0.068 0.023 240.392883 -48.419056 61.079185 -37.840557 0.6368 -8.2088 -0.3675 -0.4613 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.151 2.765 1.283 0.886 0.507 7.661 -2.266 -6.19 -2.91 -12.4 16.14 0.00157 10.32 5 7.15 3684.0 4.75 6 5.9052 0.511 9.131 0.341 -0.058 0.014 240.570023 -47.987144 61.625957 -37.960243 0.6371 -8.2095 -0.3714 -0.4583 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.953 2.706 1.318 0.792 0.453 9.967 -5.886 41.89 -13.95 -52.31 -9.81 0.00158 10.12 5 7.15 3693.0 4.62 7 8.6469 0.43 8.921 0.365 -0.302 0.04 239.153717 -48.375462 61.131123 -37.017689 0.6342 -8.216 -0.3617 -0.4591 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.678 2.67 1.273 0.823 0.47 3.925 18.74 13.92 -62.67 9.24 1.97 0.00158 9.87 5 7.15 3664.0 4.74 6 5.9277 0.488 8.853 0.372 0.136 0.062 239.500916 -48.207146 61.345154 -37.246986 0.6333 -8.2142 -0.3637 -0.4572 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.606 2.621 1.278 0.791 0.451 4.277 -3.191 2.13 5.93 -15.02 8.02 0.0016 9.84 5 7.1 3677.0 4.82 3 1.6551 0.58 8.718 0.388 0.13 0.028 240.493561 -47.860592 61.786465 -37.909081 0.6241 -8.2062 -0.3644 -0.4478 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.204 2.664 1.292 0.726 0.414 3.66 6.838 -6.7 -21.85 7.32 12.02 0.00157 9.39 5 7.1 3802.0 4.63 6 5.9592 0.644 8.575 0.405 -0.203 0.006 239.593781 -47.873417 61.765347 -37.305553 0.6357 -8.2158 -0.3677 -0.4564 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.425 2.544 1.219 0.611 0.343 -1.251 -5.853 16.49 9.37 -17.67 -11.58 0.0016 8.69 5 7.0 4056.0 4.63 5 4.0479 0.403 7.788 0.53 -0.192 -0.002 240.596909 -48.342514 61.175083 -37.976551 0.6252 -8.204 -0.362 -0.4521 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.369 2.544 1.22 0.61 0.342 -0.972 -8.091 11.29 17.62 -17.72 -7.45 0.00161 8.65 5 7.0 3992.0 4.77 6 6.1261 0.616 7.788 0.53 -0.265 0.037 240.241272 -47.823227 61.833183 -37.739655 0.6207 -8.2069 -0.3618 -0.445 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.333 2.543 1.196 0.613 0.343 14.357 1.72 17.38 -23.37 -34.58 12.39 0.00161 8.61 5 7.0 3996.0 4.68 6 6.1281 0.706 7.69 0.547 0.345 -0.035 239.745651 -47.932354 61.692593 -37.408009 0.6226 -8.2102 -0.3603 -0.4472 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.233 2.687 1.367 0.848 0.486 10.888 14.556 -10.82 -47.57 10.04 30.56 0.00157 11.36 5 7.2 3527.0 5.05 8 9.9622 0.307 9.796 0.258 -0.122 0.22 239.984818 -47.903599 61.730457 -37.568054 0.636 -8.2133 -0.3692 -0.4569 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.975 2.705 1.349 0.83 0.476 13.634 -7.452 7.47 5.18 -34.46 19.08 0.0016 11.15 5 7.2 3599.0 5.07 8 10.1852 0.467 9.652 0.27 -0.415 0.233 239.379822 -47.819996 61.82996 -37.161243 0.6259 -8.2141 -0.3617 -0.4488 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.686 2.899 1.424 0.659 0.378 -25.419 12.141 -2.64 2.53 65.12 -47.66 0.00159 10.81 5 7.15 3614.0 4.9 8 9.9364 0.159 9.203 0.318 -0.921 0.325 239.740189 -47.802971 61.855423 -37.403004 0.6297 -8.2131 -0.3653 -0.4515 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.268 2.568 1.237 0.652 0.368 -2.134 0.901 35.25 -11.08 -11.55 -30.85 0.00159 9.5 5 7.0 3949.0 4.92 8 9.9263 0.568 8.306 0.43 -0.176 0.169 239.402206 -48.525833 60.944386 -37.183781 0.6304 -8.2125 -0.3594 -0.4574 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.223 2.497 0.887 0.294 0.151 5.711 -3.58 -4.02 4.02 -10.13 15.76 0.0016 7.12 5 6.4 4657.0 4.57 8 9.9479 0.648 6.728 0.618 -0.089 0.087 239.500229 -48.557407 60.905151 -37.248844 0.6252 -8.21 -0.3566 -0.4537 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.964 0.574 -0.218 -0.129 -0.203 11.106 19.602 89.67 -94.67 -48.51 -44.75 0.00159 12.02 6 9.0 10462.0 8.03 8 10.087 0.7 11.615 0.013 -0.115 0.197 239.536728 -48.140091 61.429657 -37.270264 0.6295 -8.213 -0.3621 -0.4538 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.308 2.125 1.008 0.379 0.216 8.891 -1.459 23.3 -12.73 -32.79 3.06 0.00157 8.14 5 6.65 4435.0 4.77 11 12.02 0.48 7.368 0.528 -0.803 0.329 239.839355 -48.298672 61.231747 -37.472893 0.6383 -8.2133 -0.3671 -0.4616 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.92 3.023 1.372 1.134 0.65 -2.126 -8.581 22.44 14.22 -23.71 -21.42 0.00153 11.96 5 7.35 3290.0 5.08 6 5.9407 0.274 10.132 0.253 -0.001 -0.031 240.164124 -48.022854 61.580631 -37.688683 0.6555 -8.2181 -0.3803 -0.4723 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.744 3.093 1.331 1.118 0.643 2.291 16.636 55.11 -68.26 -9.94 -40.82 0.00154 11.83 5 7.3 3455.0 5.02 5 3.9637 0.369 9.967 0.266 0.087 0.043 239.936264 -47.871372 61.77084 -37.535263 0.6495 -8.2183 -0.3771 -0.4667 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.371 2.956 1.336 1.037 0.595 13.129 -6.901 50.19 -16.12 -61.62 -12.08 0.00156 11.48 5 7.25 3498.0 5.05 5 4.0111 0.481 9.783 0.279 -0.087 -0.034 240.223953 -47.855328 61.79253 -37.728168 0.6426 -8.2141 -0.3743 -0.4615 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.441 2.968 1.332 1.041 0.598 -4.47 22.176 -6.87 -55.09 50.91 -3.07 0.00152 11.51 5 7.25 3410.0 4.95 7 8.3907 0.321 9.783 0.279 -0.005 0.033 239.744537 -48.336311 61.184044 -37.409969 0.6567 -8.22 -0.3771 -0.4756 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.908 2.864 1.326 0.972 0.557 -10.18 5.57 25.05 -10.63 10.44 -41.28 0.00154 11.01 5 7.25 3480.0 4.86 6 5.8763 0.207 9.61 0.292 -0.112 0.024 240.41272 -48.238251 61.308079 -37.854546 0.6488 -8.2134 -0.3758 -0.469 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.844 2.878 1.311 0.969 0.556 6.94 0.836 20.78 -17.52 -22.77 1.9 0.00154 10.95 5 7.25 3665.0 4.86 5 3.9446 0.393 9.565 0.296 0.021 0.043 239.419708 -48.224319 61.322968 -37.193047 0.6493 -8.2201 -0.3724 -0.4692 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.102 2.717 1.278 0.855 0.488 10.984 8.555 25.25 -39.7 -24.19 4.79 0.00152 10.21 5 7.15 3615.0 4.8 4 2.4484 0.474 8.991 0.357 -0.01 -0.006 239.843109 -47.613876 62.094589 -37.470013 0.6577 -8.2227 -0.3834 -0.4708 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.243 2.717 1.278 0.855 0.488 -0.823 22.079 56.06 -76.2 3.15 -38.39 0.00153 10.37 5 7.15 3630.0 4.81 7 8.4409 0.542 8.991 0.357 0.107 0.071 240.050034 -48.463631 61.023834 -37.612953 0.6522 -8.2159 -0.3747 -0.4732 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.474 2.621 1.278 0.791 0.451 4.908 -6.258 23.13 4.29 -34.09 -9.23 0.00155 9.64 5 7.1 3744.0 4.85 5 3.8323 0.497 8.718 0.388 0.013 0.026 240.102112 -48.256741 61.285049 -37.647678 0.6432 -8.2135 -0.3713 -0.4649 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.39 2.639 1.284 0.736 0.419 10.946 7.105 19.33 -39.52 -17.86 3.76 0.00152 9.5 5 7.1 3766.0 4.83 5 3.8965 0.494 8.575 0.405 -0.116 -0.001 239.223312 -48.105976 61.469437 -37.060658 0.6582 -8.2249 -0.3776 -0.4749 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.05 2.612 1.266 0.685 0.388 4.41 13.533 10.2 -50.07 8.47 2.93 0.00153 9.19 5 7.05 3839.0 4.71 7 8.5123 0.453 8.28 0.449 -0.352 0.005 240.217316 -47.637058 62.06847 -37.722439 0.6536 -8.2188 -0.3822 -0.4679 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.014 2.564 1.244 0.71 0.402 5.622 -0.725 11.75 -7.28 -19.46 6.91 0.00152 9.15 5 7.05 3776.0 4.76 5 3.9859 0.605 8.28 0.449 0.2 0.008 239.39917 -47.774658 61.887089 -37.173515 0.6588 -8.2254 -0.3811 -0.4729 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.591 2.555 1.227 0.628 0.353 8.486 3.255 19.21 -22.44 -27.54 2.86 0.00152 8.73 5 7.0 3872.0 4.7 6 6.0393 0.735 7.886 0.513 -0.017 0.061 239.620468 -47.924446 61.701443 -37.324043 0.6599 -8.2236 -0.3815 -0.4748 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.568 2.911 1.301 0.983 0.564 7.606 22.972 46.35 -76.96 -6.02 -19.89 0.00156 11.7 5 7.25 3415.0 5.04 8 10.0321 0.238 10.076 0.234 -0.006 0.144 240.147812 -47.876686 61.765266 -37.677193 0.6422 -8.2144 -0.3736 -0.4613 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.531 2.653 1.406 0.846 0.485 7.772 17.738 9.64 -60.03 5.64 8.94 0.00156 11.61 5 7.2 3431.0 5.0 8 10.0734 0.337 9.938 0.246 -0.486 0.194 239.798538 -48.097252 61.48531 -37.444698 0.643 -8.216 -0.3711 -0.4636 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.464 2.737 1.419 0.794 0.455 15.777 -0.04 27.61 -27.53 -45.72 10.52 0.00153 11.49 5 7.2 3662.0 5.14 8 9.959 0.21 9.796 0.258 -0.431 0.215 239.462173 -48.575924 60.881737 -37.22374 0.6549 -8.2201 -0.3732 -0.476 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.537 2.706 1.277 0.847 0.484 15.065 -2.915 89.56 -41.16 -83.55 -38.1 0.00155 10.69 5 7.15 3662.0 4.99 8 10.245 0.352 9.355 0.3 0.732 -0.205 239.951111 -48.154736 61.413536 -37.546825 0.6434 -8.2149 -0.3716 -0.4643 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.177 2.651 1.292 0.784 0.447 8.982 -6.738 -25.67 15.77 -17.56 35.69 0.00153 10.31 5 7.1 3633.0 4.91 8 9.9898 0.399 9.052 0.334 0.034 0.171 239.200546 -47.658047 62.030277 -37.037807 0.6523 -8.225 -0.3774 -0.4671 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
